,House_age,Remodeled,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,TotalSF,OverallQual,Neighborhood,BsmtQual,HeatingQC,KitchenQual,GarageFinish,GarageType,SaleType,SalePrice
794,14,12,1996,1994,7,2,1086,712.0,409.0,2.0,1895,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,194500.0
795,30,29,1981,1980,7,2,888,650.0,476.0,2.0,1564,6,SawyerW,Gd,TA,TA,Unf,Attchd,WD,171000.0
796,30,30,1977,1977,7,1,1285,660.0,528.0,2.0,1285,6,Sawyer,TA,Ex,TA,RFn,Attchd,WD,143500.0
797,55,55,1953,1953,4,1,773,773.0,240.0,1.0,773,5,NAmes,TA,Gd,TA,Unf,Attchd,WD,110000.0
798,1,0,2009,2008,11,3,1966,1926.0,820.0,3.0,3140,9,NridgHt,Ex,Ex,Ex,Fin,BuiltIn,New,485000.0
799,70,57,1950,1937,7,1,981,731.0,240.0,1.0,1768,5,SWISU,Gd,Ex,Gd,Unf,Detchd,WD,175000.0
800,11,11,1997,1997,8,2,616,616.0,603.0,2.0,1688,6,ClearCr,Gd,Gd,Gd,RFn,Attchd,WD,200000.0
801,91,17,1990,1916,5,1,1196,1196.0,440.0,2.0,1196,4,IDOTRR,TA,Ex,TA,Unf,Detchd,WD,109900.0
802,3,3,2005,2005,7,2,728,728.0,410.0,2.0,1456,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,189000.0
803,1,0,2009,2008,12,3,1734,1734.0,1020.0,3.0,2822,9,NridgHt,Ex,Ex,Ex,RFn,BuiltIn,New,582933.0
804,52,52,1954,1954,5,1,1128,936.0,286.0,1.0,1128,5,NAmes,TA,TA,TA,Unf,Attchd,WD,118000.0
805,0,0,2008,2008,6,2,1428,1417.0,554.0,2.0,1428,7,Somerst,Gd,Ex,Ex,RFn,Attchd,New,227680.0
806,39,39,1967,1967,6,2,980,980.0,384.0,1.0,980,5,NAmes,TA,Gd,TA,Fin,Attchd,WD,135500.0
807,86,5,2004,1923,6,1,1072,1324.0,528.0,2.0,1576,5,BrkSide,TA,Ex,Gd,RFn,Attchd,WD,223500.0
808,40,40,1966,1966,6,1,1086,1024.0,484.0,2.0,1086,5,NAmes,TA,TA,TA,RFn,Attchd,WD,159950.0
809,111,44,1965,1898,11,2,1075,849.0,360.0,2.0,2138,5,OldTown,TA,TA,TA,Unf,Detchd,WD,106000.0
810,32,7,1999,1974,5,1,1309,1040.0,484.0,2.0,1309,6,NWAmes,TA,Fa,Gd,RFn,Attchd,WD,181000.0
811,4,4,2004,2004,4,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,Fin,Attchd,ConLD,144500.0
812,58,58,1952,1952,4,1,1044,540.0,504.0,2.0,1044,5,IDOTRR,TA,TA,Fa,Unf,Basment,WD,55993.0
813,49,49,1958,1958,7,1,1442,1442.0,301.0,1.0,1442,6,NAmes,TA,Gd,TA,RFn,Attchd,COD,157900.0
814,88,56,1950,1918,7,1,686,686.0,280.0,1.0,1250,5,Edwards,TA,Gd,Fa,Unf,Detchd,WD,116000.0
815,12,12,1998,1998,6,2,1661,1649.0,598.0,2.0,1661,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,224900.0
816,52,52,1954,1954,4,1,1008,1008.0,275.0,1.0,1008,5,NAmes,TA,Gd,TA,RFn,Attchd,WD,137000.0
817,6,6,2002,2002,7,2,1689,1568.0,857.0,3.0,1689,8,Mitchel,Gd,Ex,Gd,RFn,Attchd,WD,271000.0
818,39,39,1971,1971,6,1,1052,1010.0,440.0,2.0,1052,6,ClearCr,TA,Gd,TA,Unf,Attchd,WD,155000.0
819,1,0,2010,2009,6,2,1358,1358.0,484.0,2.0,1358,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,New,224000.0
820,5,5,2003,2003,6,2,798,798.0,595.0,2.0,1640,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,183000.0
821,56,56,1953,1953,4,1,936,936.0,576.0,2.0,936,4,OldTown,Fa,TA,TA,Unf,Detchd,WD,93000.0
822,4,4,2003,2003,7,2,847,847.0,433.0,2.0,1733,7,Gilbert,Gd,Ex,Gd,Fin,BuiltIn,WD,225000.0
823,69,59,1950,1940,7,2,944,778.0,240.0,1.0,1489,6,SWISU,TA,TA,TA,Unf,Detchd,WD,139500.0
824,0,0,2006,2006,7,2,1489,1489.0,776.0,2.0,1489,8,Somerst,Gd,Ex,Gd,RFn,Attchd,New,232600.0
825,1,0,2008,2007,7,2,2084,2078.0,1220.0,3.0,2084,10,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,385000.0
826,84,58,1950,1924,5,1,784,784.0,0.0,0.0,784,5,BrkSide,TA,Gd,Gd,Unf,Unbuilt,WD,109500.0
827,8,8,2001,2001,6,2,1434,1454.0,527.0,2.0,1434,7,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,189000.0
828,42,42,1967,1967,7,2,1160,1013.0,538.0,2.0,2126,5,ClearCr,TA,TA,TA,Fin,Attchd,WD,185000.0
829,1,1,2005,2005,4,2,520,600.0,480.0,2.0,1143,7,Somerst,Gd,Ex,Gd,RFn,Detchd,WD,147400.0
830,51,51,1957,1957,6,1,1392,1392.0,458.0,2.0,1392,6,NAmes,TA,TA,TA,RFn,Attchd,WD,166000.0
831,1,1,2005,2005,4,2,520,600.0,480.0,2.0,1120,7,Somerst,Gd,Ex,Gd,RFn,Detchd,WD,151000.0
832,7,7,2003,2003,7,2,941,941.0,613.0,2.0,1829,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,237000.0
833,45,45,1964,1964,6,1,1516,1516.0,472.0,2.0,1516,6,NAmes,TA,TA,TA,RFn,Attchd,WD,167000.0
834,47,47,1961,1961,6,1,1144,1144.0,456.0,2.0,1144,5,NAmes,TA,Gd,TA,Unf,Attchd,WD,139950.0
835,60,15,1995,1950,4,2,1067,1067.0,436.0,2.0,1067,4,Sawyer,Gd,TA,Gd,Unf,Attchd,WD,128000.0
836,59,34,1973,1948,5,1,1559,1559.0,812.0,2.0,1559,5,OldTown,TA,Gd,TA,Unf,Detchd,COD,153500.0
837,35,35,1973,1973,5,1,483,483.0,264.0,1.0,987,6,BrDale,TA,TA,TA,Unf,Detchd,WD,100000.0
838,13,2,2006,1995,6,1,1099,1099.0,352.0,1.0,1099,5,CollgCr,Gd,Ex,Gd,Unf,Attchd,WD,144000.0
839,62,13,1995,1946,6,1,768,768.0,240.0,1.0,1200,5,Edwards,TA,Ex,TA,Unf,Detchd,WD,130500.0
840,83,58,1950,1925,7,2,810,672.0,400.0,1.0,1482,6,SWISU,TA,TA,Fa,Unf,Detchd,WD,140000.0
841,104,6,2002,1904,8,2,958,650.0,686.0,2.0,1539,5,OldTown,TA,Gd,Gd,Unf,Detchd,WD,157500.0
842,42,42,1966,1966,6,1,1165,1127.0,490.0,2.0,1165,6,NAmes,TA,TA,TA,RFn,Attchd,WD,174900.0
843,46,46,1961,1961,10,2,1800,1800.0,0.0,0.0,1800,5,NAmes,TA,Ex,TA,Unf,Unbuilt,WD,141000.0
844,93,58,1950,1915,7,1,876,876.0,720.0,3.0,1416,5,OldTown,TA,Gd,TA,Unf,Detchd,WD,153900.0
845,32,26,1981,1975,6,2,1701,1390.0,611.0,2.0,1701,5,Sawyer,Gd,TA,TA,Fin,Basment,WD,171000.0
846,16,16,1993,1993,7,2,1006,740.0,425.0,2.0,1775,7,SawyerW,Gd,Ex,Gd,Unf,Attchd,WD,213000.0
847,37,37,1972,1972,5,1,864,864.0,338.0,1.0,864,5,CollgCr,TA,Ex,TA,Unf,Attchd,WD,133500.0
848,100,11,1997,1908,10,3,1307,907.0,360.0,2.0,2358,6,ClearCr,TA,TA,TA,Unf,Detchd,WD,240000.0
849,31,13,1994,1976,7,2,1094,528.0,512.0,2.0,1855,6,Veenker,TA,Ex,TA,RFn,Attchd,WD,187000.0
850,4,4,2003,2003,3,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,131500.0
851,3,3,2003,2003,7,2,1456,1273.0,400.0,2.0,1456,8,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,215000.0
852,66,57,1950,1941,7,2,918,918.0,240.0,1.0,1646,7,Crawfor,TA,Gd,TA,Unf,Detchd,WD,164000.0
853,45,45,1964,1964,7,1,1445,1127.0,645.0,2.0,1445,6,NAmes,TA,TA,TA,RFn,Attchd,WD,158000.0
854,51,32,1974,1955,6,1,1779,1763.0,454.0,2.0,1779,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,170000.0
855,48,0,2010,1962,6,1,1040,1040.0,260.0,1.0,1040,5,Sawyer,TA,Ex,TA,Unf,Detchd,WD,127000.0
856,30,30,1978,1978,5,1,1026,940.0,576.0,2.0,1026,6,CollgCr,Gd,TA,TA,Unf,Detchd,WD,147000.0
857,15,14,1995,1994,6,2,702,702.0,343.0,2.0,1481,6,Gilbert,Gd,Gd,TA,Fin,Attchd,WD,174000.0
858,33,33,1976,1976,6,2,1370,1090.0,479.0,2.0,1370,7,NWAmes,Gd,TA,TA,RFn,Attchd,WD,152000.0
859,38,22,1984,1968,9,2,1512,1054.0,619.0,2.0,2654,6,NWAmes,TA,TA,Gd,Unf,Attchd,WD,250000.0
860,89,9,1998,1918,7,1,912,912.0,216.0,1.0,1426,7,Crawfor,TA,Gd,Gd,Unf,Detchd,WD,189950.0
861,45,45,1965,1965,6,1,1039,1039.0,504.0,2.0,1039,5,Sawyer,TA,Ex,TA,Unf,Attchd,WD,131500.0
862,26,25,1985,1984,6,2,1097,1040.0,480.0,2.0,1097,6,SawyerW,Gd,TA,TA,Unf,Attchd,WD,152000.0
863,50,50,1959,1959,6,1,1148,1148.0,672.0,1.0,1148,5,NAmes,TA,TA,TA,Unf,Attchd,WD,132500.0
864,1,0,2008,2007,6,2,1372,1372.0,529.0,2.0,1372,7,Somerst,Ex,Ex,Gd,Fin,Attchd,New,250580.0
865,39,39,1970,1970,5,1,1002,1002.0,902.0,2.0,1002,5,NAmes,TA,TA,TA,Unf,Detchd,WD,148500.0
866,1,0,2007,2006,6,2,1646,1638.0,870.0,3.0,1646,8,Timber,Gd,Ex,Gd,RFn,Attchd,New,248900.0
867,46,46,1961,1961,5,1,1120,1040.0,544.0,2.0,1120,4,Sawyer,TA,TA,Fa,RFn,Attchd,WD,129000.0
868,58,56,1950,1948,7,2,1547,0.0,672.0,2.0,2267,5,Gilbert,None,Gd,TA,Unf,Attchd,WD,169000.0
869,17,16,1994,1993,8,2,1062,1050.0,574.0,2.0,1949,7,SawyerW,Gd,Ex,Gd,Fin,Attchd,WD,236000.0
870,47,47,1962,1962,5,1,894,894.0,308.0,1.0,894,5,NAmes,TA,Gd,TA,Unf,Detchd,WD,109500.0
871,12,12,1998,1998,7,2,804,804.0,523.0,2.0,1682,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,200500.0
872,55,12,1996,1953,5,1,910,105.0,414.0,2.0,910,5,NAmes,TA,Gd,Gd,Unf,Attchd,WD,116000.0
873,60,59,1950,1949,6,1,1036,832.0,288.0,1.0,1036,5,NAmes,TA,Gd,TA,Unf,Attchd,WD,133000.0
874,68,59,1950,1941,5,1,676,676.0,200.0,1.0,1131,5,OldTown,TA,Ex,TA,Unf,Detchd,WD,66500.0
875,0,0,2007,2007,11,2,1184,1184.0,550.0,2.0,2610,8,Somerst,Gd,Ex,Ex,Fin,BuiltIn,New,303477.0
876,44,44,1963,1963,5,1,1040,1064.0,648.0,2.0,1040,4,Mitchel,TA,Gd,TA,Unf,Attchd,WD,132250.0
877,5,4,2005,2004,10,2,1462,1462.0,738.0,3.0,2224,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,WD,350000.0
878,49,15,1995,1961,6,1,1155,1109.0,576.0,2.0,1155,5,Sawyer,TA,TA,Gd,Unf,Detchd,WD,148000.0
879,31,4,2005,1978,6,1,864,864.0,336.0,1.0,864,5,CollgCr,TA,Ex,TA,Unf,Attchd,WD,136500.0
880,2,1,2006,2005,5,1,1090,1090.0,450.0,2.0,1090,5,Edwards,Ex,Gd,TA,Fin,Attchd,WD,157000.0
881,17,16,1991,1990,7,2,1187,1156.0,400.0,2.0,1717,7,Timber,Gd,Ex,Gd,RFn,Attchd,WD,187500.0
882,17,16,1993,1992,7,2,808,808.0,389.0,2.0,1593,6,Gilbert,Gd,Gd,TA,RFn,BuiltIn,WD,178000.0
883,94,56,1950,1912,10,1,954,795.0,440.0,1.0,1749,4,SWISU,TA,TA,TA,Unf,Detchd,WD,118500.0
884,42,42,1967,1967,5,1,892,892.0,288.0,1.0,892,5,NAmes,TA,TA,TA,RFn,Attchd,WD,100000.0
885,9,8,2000,1999,5,2,1709,1698.0,506.0,2.0,1709,9,Somerst,Ex,Ex,Gd,Fin,Attchd,CWD,328900.0
886,47,1,2005,1959,8,2,1712,1626.0,588.0,2.0,1712,5,NAmes,TA,Ex,TA,Fin,Attchd,WD,145000.0
887,53,53,1955,1955,8,1,872,816.0,300.0,1.0,1393,5,Edwards,TA,TA,TA,Unf,Attchd,WD,135500.0
888,37,37,1970,1970,8,2,2217,2217.0,621.0,2.0,2217,8,NAmes,TA,Ex,Gd,Unf,Attchd,WD,268000.0
889,56,56,1953,1953,6,1,1505,1505.0,505.0,2.0,1505,6,NAmes,TA,Ex,TA,RFn,Attchd,WD,149500.0
890,58,1,2006,1949,6,1,672,672.0,576.0,2.0,924,5,NAmes,TA,Ex,TA,Unf,Detchd,WD,122900.0
891,31,31,1978,1978,7,2,918,918.0,440.0,2.0,1683,6,Sawyer,TA,Gd,TA,RFn,Attchd,WD,172500.0
892,43,3,2003,1963,6,1,1068,1059.0,264.0,1.0,1068,6,Sawyer,TA,TA,TA,RFn,Attchd,WD,154500.0
893,54,54,1954,1954,6,1,1383,1383.0,354.0,1.0,1383,5,Sawyer,Gd,TA,TA,Unf,Attchd,WD,165000.0
894,30,30,1979,1979,8,2,1535,0.0,400.0,2.0,1535,5,SawyerW,None,TA,TA,Unf,Attchd,WD,118858.0
895,45,45,1963,1963,8,1,983,780.0,483.0,2.0,1796,6,NAmes,TA,TA,TA,RFn,Attchd,WD,140000.0
896,70,56,1950,1936,6,1,951,951.0,327.0,1.0,951,4,IDOTRR,TA,Ex,TA,Unf,Detchd,WD,106500.0
897,30,30,1979,1979,12,2,1120,0.0,528.0,2.0,2240,5,SawyerW,None,TA,TA,Unf,Detchd,WD,142953.0
898,1,0,2010,2009,11,2,2364,2330.0,820.0,3.0,2364,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,611657.0
899,45,12,1994,1961,6,1,1236,912.0,288.0,1.0,1236,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,135000.0
900,36,36,1971,1971,4,1,858,858.0,684.0,1.0,858,4,NAmes,TA,TA,TA,Unf,Detchd,WD,110000.0
901,52,9,2000,1957,5,1,1306,992.0,756.0,1.0,1306,5,NAmes,TA,TA,TA,Unf,Detchd,WD,153000.0
902,3,3,2003,2003,8,2,807,783.0,393.0,2.0,1509,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,180000.0
903,0,0,2006,2006,7,2,1670,1670.0,690.0,3.0,1670,7,Gilbert,Gd,Ex,Gd,RFn,Attchd,New,240000.0
904,40,40,1967,1967,6,1,902,876.0,288.0,1.0,902,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,125500.0
905,56,56,1954,1954,6,1,1063,1056.0,280.0,1.0,1063,5,NAmes,TA,TA,TA,RFn,Attchd,WD,128000.0
906,1,1,2006,2006,8,2,1636,1623.0,865.0,3.0,1636,8,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,255000.0
907,70,19,1987,1936,6,1,1020,1017.0,180.0,1.0,2057,7,Crawfor,Gd,Gd,Gd,Fin,Attchd,WD,250000.0
908,23,23,1983,1983,5,1,902,864.0,484.0,2.0,902,5,Mitchel,Gd,TA,TA,Unf,Attchd,WD,131000.0
909,4,4,2005,2005,8,2,742,742.0,390.0,2.0,1484,6,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,174000.0
910,50,50,1960,1960,12,2,1105,1105.0,480.0,2.0,2274,5,NAmes,TA,TA,TA,Unf,Detchd,WD,154300.0
911,32,20,1989,1977,5,1,1268,1268.0,252.0,1.0,1268,5,CollgCr,Gd,TA,Gd,Unf,Detchd,WD,143500.0
912,81,56,1950,1925,6,1,1015,768.0,450.0,1.0,1015,5,BrkSide,TA,TA,TA,Unf,Detchd,WD,88000.0
913,58,57,1950,1949,8,2,1001,1001.0,871.0,3.0,2002,5,Crawfor,TA,TA,TA,Unf,2Types,WD,145000.0
914,0,0,2009,2009,4,2,612,612.0,528.0,2.0,1224,6,Somerst,Gd,Ex,Gd,RFn,Detchd,New,173733.0
915,37,37,1970,1970,6,1,546,546.0,286.0,1.0,1092,4,MeadowV,TA,Fa,TA,Unf,Attchd,WD,75000.0
916,57,56,1950,1949,4,0,480,480.0,308.0,1.0,480,2,IDOTRR,TA,TA,TA,Unf,Detchd,WD,35311.0
917,53,53,1956,1956,6,1,1229,1134.0,284.0,1.0,1229,4,Edwards,TA,Ex,TA,RFn,Attchd,WD,135000.0
918,16,16,1991,1991,8,2,912,1104.0,833.0,3.0,2127,7,SawyerW,Ex,Ex,Gd,RFn,Attchd,WD,238000.0
919,50,6,2002,1958,6,1,1414,1184.0,601.0,2.0,1414,6,NAmes,Gd,Ex,TA,Unf,Attchd,WD,176500.0
920,13,13,1994,1994,7,2,936,928.0,471.0,2.0,1721,6,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,201000.0
921,108,5,2003,1900,9,2,1272,1272.0,0.0,0.0,2200,5,Edwards,TA,Gd,TA,Unf,Unbuilt,WD,145900.0
922,1,0,2006,2005,6,2,1316,1316.0,397.0,2.0,1316,6,Gilbert,Gd,Ex,Gd,Fin,Attchd,New,169990.0
923,15,14,1994,1993,5,2,1617,1604.0,533.0,2.0,1617,6,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,193000.0
924,26,26,1980,1980,7,2,1686,1686.0,612.0,2.0,1686,6,NWAmes,Gd,TA,TA,Unf,Attchd,WD,207500.0
925,31,31,1977,1977,6,2,1126,1126.0,540.0,2.0,1126,5,NWAmes,Gd,TA,Ex,RFn,Attchd,WD,175000.0
926,4,3,2004,2003,10,2,1234,1181.0,656.0,3.0,2374,8,NridgHt,Gd,Ex,Ex,Fin,BuiltIn,WD,285000.0
927,40,40,1968,1968,9,2,1098,832.0,486.0,2.0,1978,7,NWAmes,TA,Gd,TA,RFn,Attchd,WD,176000.0
928,8,8,2001,2001,7,2,1788,1753.0,522.0,2.0,1788,8,CollgCr,Gd,Ex,Ex,RFn,Attchd,WD,236500.0
929,9,9,1997,1997,8,2,993,964.0,642.0,2.0,2236,7,Gilbert,Gd,Gd,Gd,Fin,BuiltIn,WD,222000.0
930,2,2,2007,2007,7,2,1466,1466.0,610.0,3.0,1466,8,Timber,Gd,Ex,Gd,Fin,Attchd,WD,201000.0
931,44,44,1965,1965,5,1,925,925.0,429.0,1.0,925,5,NAmes,TA,Ex,TA,Unf,Detchd,WD,117500.0
932,1,1,2006,2006,8,2,1905,1905.0,788.0,3.0,1905,9,Somerst,Ex,Ex,Ex,Fin,Attchd,WD,320000.0
933,5,5,2004,2004,6,2,1500,1500.0,570.0,2.0,1500,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,190000.0
934,48,1,2007,1960,9,2,2069,585.0,505.0,2.0,2069,7,NAmes,Gd,Ex,Gd,RFn,Attchd,WD,242000.0
935,80,53,1953,1926,5,1,747,600.0,528.0,2.0,747,4,BrkSide,Fa,Gd,TA,Unf,Detchd,WD,79900.0
936,6,6,2003,2003,5,2,1200,1176.0,555.0,2.0,1200,7,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,184900.0
937,4,4,2005,2005,8,2,1113,1113.0,689.0,2.0,1971,7,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,253000.0
938,0,0,2006,2006,7,2,1391,1391.0,868.0,3.0,1962,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,239799.0
939,70,60,1950,1940,10,2,1207,1032.0,349.0,1.0,2403,7,ClearCr,TA,Ex,TA,Unf,Attchd,COD,244400.0
940,30,30,1976,1976,8,2,1728,1728.0,574.0,2.0,1728,6,Mitchel,TA,TA,TA,Unf,Attchd,WD,150900.0
941,10,10,1999,1999,8,2,1022,992.0,390.0,2.0,2060,7,Gilbert,Gd,Ex,Gd,RFn,BuiltIn,WD,214000.0
942,30,30,1977,1977,8,2,1440,1440.0,0.0,0.0,1440,4,Edwards,Gd,TA,TA,Unf,Unbuilt,Oth,150000.0
943,40,40,1967,1967,8,2,1632,1632.0,576.0,2.0,1632,5,Mitchel,TA,TA,TA,Unf,Attchd,WD,143000.0
944,51,51,1958,1958,7,1,1344,819.0,525.0,2.0,1344,6,Timber,TA,Gd,Gd,RFn,Basment,COD,137500.0
945,119,13,1996,1890,7,1,1188,1088.0,456.0,2.0,1749,5,OldTown,TA,TA,TA,Unf,Detchd,WD,124900.0
946,47,47,1959,1959,6,1,1144,1144.0,796.0,1.0,1144,5,NAmes,TA,TA,TA,RFn,Attchd,WD,143000.0
947,5,4,2003,2002,9,2,1629,1616.0,808.0,3.0,1629,8,Timber,Gd,Ex,Gd,Fin,Attchd,WD,270000.0
948,4,4,2002,2002,7,2,936,936.0,474.0,2.0,1776,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,192500.0
949,38,4,2006,1972,5,1,1381,1161.0,676.0,2.0,1381,6,NWAmes,TA,TA,Gd,RFn,Attchd,WD,197500.0
950,57,5,2002,1950,5,1,864,864.0,720.0,2.0,864,5,NAmes,TA,Gd,Gd,RFn,Detchd,WD,129000.0
951,41,41,1965,1965,6,1,965,828.0,300.0,1.0,965,5,SawyerW,TA,Gd,TA,Unf,Detchd,WD,119900.0
952,37,6,2003,1972,5,1,768,768.0,396.0,1.0,768,5,CollgCr,Gd,Gd,TA,Fin,Detchd,WD,133900.0
953,39,39,1969,1969,7,2,1168,784.0,530.0,2.0,1968,5,Mitchel,TA,Ex,TA,RFn,Attchd,WD,172000.0
954,31,31,1975,1975,4,2,980,945.0,0.0,0.0,980,6,Edwards,Gd,TA,TA,Unf,Unbuilt,WD,127500.0
955,61,57,1950,1946,8,2,979,979.0,492.0,2.0,1958,6,Crawfor,Gd,TA,TA,Unf,Attchd,WD,145000.0
956,29,29,1980,1980,5,1,561,561.0,462.0,2.0,1229,6,Blueste,Gd,TA,TA,Fin,Attchd,WD,124000.0
957,45,45,1962,1962,6,1,1057,1057.0,576.0,2.0,1057,5,Sawyer,TA,TA,TA,Fin,Detchd,WD,132000.0
958,4,4,2003,2003,6,2,1337,1337.0,531.0,2.0,1337,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,185000.0
959,11,11,1999,1999,6,2,696,696.0,484.0,2.0,1416,7,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,155000.0
960,52,2,2008,1958,4,1,858,858.0,0.0,0.0,858,5,BrkSide,TA,Gd,TA,Unf,Unbuilt,WD,116500.0
961,31,13,1995,1977,11,2,1542,1330.0,619.0,2.0,2872,6,NWAmes,Gd,TA,TA,Fin,Attchd,WD,272000.0
962,31,31,1976,1976,7,2,804,804.0,440.0,2.0,1548,6,NPkVill,Gd,TA,Gd,Unf,Detchd,WD,155000.0
963,2,2,2007,2007,7,2,1800,1800.0,702.0,2.0,1800,9,CollgCr,Ex,Ex,Ex,Fin,Attchd,WD,239000.0
964,8,7,2003,2002,8,2,824,817.0,510.0,2.0,1894,7,Timber,Gd,Ex,Gd,Fin,BuiltIn,WD,214900.0
965,2,0,2007,2005,8,2,783,783.0,393.0,2.0,1484,6,Gilbert,Gd,Ex,Gd,Fin,Attchd,New,178900.0
966,69,59,1950,1940,7,1,976,728.0,256.0,1.0,1308,5,Crawfor,TA,Ex,TA,Unf,Detchd,WD,160000.0
967,53,53,1955,1955,6,1,1098,1098.0,260.0,1.0,1098,5,NAmes,TA,TA,TA,Unf,Attchd,WD,135000.0
968,99,59,1950,1910,6,1,600,600.0,0.0,0.0,968,3,OldTown,TA,Fa,TA,Unf,Unbuilt,WD,37900.0
969,48,48,1958,1958,6,1,1095,588.0,264.0,1.0,1095,6,NAmes,TA,TA,TA,RFn,Attchd,ConLD,140000.0
970,57,56,1950,1949,6,1,720,720.0,0.0,0.0,1192,4,NAmes,TA,TA,TA,Unf,Unbuilt,WD,135000.0
971,6,5,2004,2003,6,2,764,764.0,474.0,2.0,1626,7,NridgHt,Gd,Ex,Gd,RFn,BuiltIn,WD,173000.0
972,31,31,1979,1979,5,2,918,918.0,264.0,1.0,918,6,SawyerW,Gd,TA,TA,Unf,Attchd,WD,99500.0
973,1,0,2008,2007,6,2,1428,1428.0,480.0,2.0,1428,7,Somerst,Gd,Ex,Gd,Fin,Attchd,New,182000.0
974,99,16,1993,1910,8,1,1136,728.0,532.0,2.0,2019,7,BrkSide,Gd,TA,Gd,Unf,Detchd,WD,167500.0
975,6,6,2000,2000,6,2,673,673.0,490.0,2.0,1382,7,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,165000.0
976,83,48,1958,1923,4,1,869,440.0,0.0,0.0,869,4,BrkSide,Gd,TA,Fa,Unf,Unbuilt,WD,85500.0
977,1,0,2007,2006,4,1,1241,1241.0,569.0,2.0,1241,7,Somerst,Gd,Ex,Gd,Fin,Attchd,New,199900.0
978,53,53,1954,1954,5,1,894,894.0,400.0,2.0,894,4,Edwards,TA,Ex,TA,Unf,Detchd,WD,110000.0
979,46,46,1963,1963,5,1,1121,1121.0,480.0,2.0,1121,5,Sawyer,TA,TA,TA,Unf,Detchd,WD,139000.0
980,47,1,2007,1961,6,1,999,944.0,588.0,2.0,999,7,NAmes,TA,Gd,Ex,RFn,Attchd,WD,178400.0
981,11,10,1999,1998,8,2,1276,1225.0,676.0,3.0,2612,8,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,336000.0
982,1,1,2007,2007,6,2,1266,1266.0,388.0,2.0,1266,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,159895.0
983,6,6,2002,2002,9,2,1149,1128.0,779.0,2.0,2290,8,CollgCr,Gd,Ex,Gd,Unf,Attchd,WD,255900.0
984,32,32,1977,1977,8,2,1302,0.0,539.0,2.0,1734,5,Mitchel,None,TA,Gd,Unf,Attchd,COD,126000.0
985,58,58,1950,1950,5,1,1164,1164.0,240.0,1.0,1164,5,Edwards,TA,TA,TA,Unf,Detchd,ConLD,125000.0
986,96,3,2003,1910,5,1,1001,485.0,255.0,1.0,1635,6,OldTown,TA,Gd,Gd,Unf,Attchd,WD,117000.0
987,1,0,2010,2009,8,2,1940,1930.0,606.0,3.0,1940,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,395192.0
988,31,31,1976,1976,8,2,1118,848.0,551.0,2.0,2030,6,NWAmes,TA,TA,Gd,Fin,Attchd,WD,195000.0
989,0,0,2006,2006,6,2,778,770.0,614.0,2.0,1576,7,Somerst,Gd,Ex,Gd,RFn,Attchd,New,197000.0
990,9,8,1998,1997,7,2,1407,1396.0,870.0,3.0,2392,8,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,348000.0
991,127,23,1986,1882,8,1,916,916.0,424.0,2.0,1742,8,OldTown,TA,Gd,Gd,Unf,Attchd,WD,168000.0
992,43,14,1993,1964,7,2,1020,822.0,440.0,2.0,1851,6,NAmes,TA,Gd,Gd,RFn,Attchd,WD,187000.0
993,1,0,2006,2005,6,2,750,750.0,564.0,2.0,1500,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,173900.0
